message,user_id,class_id,op_tags,sum_content_text
"用户：昨天已阅读小动物造房子
用户：也发上群了啊",78309177,62169,M1,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：主动沟通孩子课程阅读情况"
"用户：昨天学校春游，累了
老师：哦哦哦，好的～那咱们趁假期给补上～",77660820,61442,M2,"课程表现：
行为习惯：
生活情况：孩子昨天学校春游比较累
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：昨天学了呀
用户：我记得昨天学了，但是系统上没有显示
用户：今天再补
用户：那今天补上
老师：没事儿~咱今天补上嘛~
用户：因为她听的时候我在忙其他的没有注意到
用户：刚问她是iPad自动关机了[捂脸]
用户：她平时都会知道有认字环节[捂脸]
用户：上学了呢
用户：没有忘
用户：还在写字[破涕为笑]",64192687,61442,M2,"课程表现：孩子平时记得有认字环节，未忘学习
行为习惯：
生活情况：家长忙时孩子独自听课，iPad自动关机致课程未记录，孩子在上学且还在写字
家长需求：
规划安排：
沟通态度：回复积极，主动说明情况"
"用户：昨天学了的呀
用户：同一个账号不能登录两个设备吗
老师：可以的哦
用户：一直卡在这个界面了
用户：换设备也进不去
老师：手机上可以使用吗
用户：手机也不行
用户：反馈下看看怎么回事
用户：手机平板都不行，其他的课可以进去，就这个二阶阅读进不去
用户：我试试
老师：如果咱们卸载重装还是不行，咱们先上传日志排查一下哦
用户：上传了
用户：然后呢
老师：等会儿试试还是不行咱们就明天补嘛
用户：昨天的课和今天的新课都学不了
用户：进度条不动
用户：能解决吗这个问题
老师：宝贝妈妈卸载了重装还是不行吗
用户：昨天都说过了，不行
用户：现在新课也不能学
用户：两个平板都不行，用手机也不行
老师：使用一下流量可以加载出来吗
用户：手机用的流量
用户：平板用的wifi
用户：切换网络也不行
用户：问题是其他的课能学
用户：就这个不行
老师：手机卸载重装还是不行的哇
用户：不行
用户：昨天都给你说过了，重装也不行
老师：我先给您填写异常工单反馈，让技术部门先排查一下哦
用户：多久
老师：尽快哦，今天能给出技术建议
用户：售后让我把这个发给你
老师：对的，我看她联系我了，我这边已经在跟技术部在联系排查了
老师：需要找找原因哦
用户：售后有反馈吗
老师：现在可以点击进去看了[爱心]
老师：小宝妈妈，咱们上周可以正常看了吗[玫瑰]
用户：可以了
老师：好的，技术部门也反馈如果后期还是出现问题，咱们可以先切换一下网络哦，目前排查是有 一些的兼容问题
用户：我分享出去的，别人领过了，我怎么领
用户：看到了，谢谢
用户：马上就学了
老师：好嘞，辛苦啦~?",59448840,62169,M1,"课程表现：
行为习惯：
生活情况：
家长需求：解决孩子二阶阅读课程无法进入学习的问题
规划安排：
沟通态度：积极主动沟通问题解决情况"
用户：昨天小朋友感冒了不舒服，所以没有看叫叫，等状态好点了再补上,52094427,61442,M2,"课程表现：
行为习惯：
生活情况：孩子昨天感冒不舒服，影响课程观看
家长需求：
规划安排：等孩子状态好点补上课程
沟通态度：主动沟通"
"用户：昨天我们昨天就阅读了
用户：我们每天都阅读，没有缺读",75313195,62169,M1,"课程表现：
行为习惯：孩子有每天阅读、不缺读的良好习惯
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
用户：昨天我们上课了呀[疑问],75041070,62169,M1,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：昨天我不在家[尴尬]
用户：今天一起补上",67421172,61442,M0,"课程表现：
行为习惯：
生活情况：家长昨天不在家
家长需求：
规划安排：
沟通态度：回复积极"
用户：昨天忘读了,78178016,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：昨天晚上不在家
用户：今天晚上回去补
老师：好滴团团妈咪
用户：今晚回去读  
老师：好滴
用户：昨天的也没读吗？
用户：今晚回去读",62953985,61442,M6,"课程表现：
行为习惯：
生活情况：家长昨晚不在家，今晚回去陪孩子补读课程
家长需求：
规划安排：
沟通态度：回复积极，主动提及补读课程"
用户：昨天完成了，,56169596,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
"用户：昨天填写过了
老师：团团妈咪，没有收到
老师：可能您用的其他手机号填写的
老师：咱们这边填写的是预约还是不预约我手动备注
用户：预约
老师：好的团团妈咪
用户：续费跟我说一下，不用拉我进群，太吵了
老师：好没问题",33080827,61442,M7,"课程表现：
行为习惯：
生活情况：
家长需求：家长希望在课程续费时得到通知
规划安排：家长有续费意愿
沟通态度：回复积极"
用户：昨天他没有在家，今晚上补上,66701811,61442,M0,"课程表现：
行为习惯：
生活情况：孩子昨天不在家，今晚补课程
家长需求：
规划安排：
沟通态度：回复积极"
"用户：昨天试了两次都卡住了，今天上。
老师：好的好的，可以清理一下缓存哦",50859227,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
"用户：昨天上完课有点晚忘记了，今天会补上的老师
老师：哦哦哦，好呢～
老师：宝贝妈妈看到您还没有给宝宝领上这两周的一个体验内容呢，这个内容是益智日每日英语两两结合而成的，一次可以领上，嗯，就是两门内容嘛，嗯，而且之前的话用户是需要花19块9或者9块9去买的，这一次做活动就是可以免费的领，领了之后也是一直有效的。
老师：下周的话我们就开始进行体验，嗯，因为马上放暑假了嘛，孩子在家的话，通常都是玩手机啊，看电视嘛，如果有这利用这样一个时间去，嗯，学到东西我觉得还是挺不错的，而且这个呃，我们下周开始的话，每完成两节内容是可以抽一次实体的礼物奖的，而且是100%中奖哟。
老师：妈妈可以先给宝宝领上嘛。",66674686,61442,M4,"课程表现：
行为习惯：
生活情况：孩子即将放暑假，会在家中度过
家长需求：
规划安排：
沟通态度：回复积极"
"用户：昨天去上线下课，回家就睡很累了，洗了澡直接秒睡
老师：欧~宝贝也是不容易[拥抱]
老师：之前宝贝也是很自觉,姐姐我对我们宝贝的阅读保持还是很有信心的
老师：现在也是给宝贝多尝试各种兴趣,有天赋或者宝贝很感兴趣的着重培养,非常的不错
老师：我都觉得小时候我没有坚持学习兴趣班[捂脸]
用户：他很喜欢这个，就去哥哥以前学的地方练习胆量和发音
用户：「叫叫阅读?楠夕姐姐：现在也是给宝贝多尝试各种兴趣,有天赋或者宝贝很感兴趣的着重培养,非常的不错」
- - - - - - - - - - - - - - -
哈哈哈哈，没给他报其他的，发现他说话很有兴趣
用户：「叫叫阅读?楠夕姐姐：我都觉得小时候我没有坚持学习兴趣班[捂脸]」
- - - - - - - - - - - - - - -
会就行了，只要不走专业路吃专业饭
用户：「。：[视频]」
- - - - - - - - - - - - - - -
楠夕姐姐知道哪个是他不
老师：这是一条引用/回复消息：
""。：
[视频]""
------
确实宝贝们豆好棒哈哈哈,哪一个是我们宝贝呀?我也刚想问哈哈哈哈
老师：是中间这个宝贝吗?
用户：最右边的是他，非常有干劲的
老师：我猜猜
老师：奥~那我还没有猜对
老师：因为刚刚你说宝贝还是很喜欢,我就看见中间和右边的宝贝肢体动作很丰富
用户：哈哈哈，确实中间的宝宝最活跃，他第一次去上课，其他宝贝已经上了第四次了
老师：天!哈哈哈好可爱呀,我看见我们宝贝打枣的动作超级无敌可爱哈哈哈,这种也是可以锻炼宝贝的协调性了
老师：这是一条引用/回复消息：
""。：
哈哈哈，确实中间的宝宝最活跃，他第一次去上课，其他宝贝已经上了第四次了""
------
那还真是我们宝贝很喜欢,看的出来宝贝真的蛮喜欢的
用户：他就是协调还可以，说是想去跳舞，还没送他去
用户：他平时也是爱看叫叫的阅读和绘本
用户：还喜欢看其他的
用户：这2阶不是才开始吗
用户：暂时不考虑哈老师",66543408,61442,M2,"课程表现：孩子喜欢叫叫阅读和绘本，第一次上线下课就表现出很高积极性，协调性不错
行为习惯：
生活情况：家长送孩子去哥哥以前学的地方上线下课锻炼胆量和发音
家长需求：
规划安排：孩子叫叫阅读二阶刚开始，家长暂时不考虑后续课程
沟通态度：回复积极，主动与老师分享孩子情况"
"用户：昨天没在家，今天会补上的
老师：团团宝贝姐姐看到你前两天都有很乖的，然后去补读一节，但是昨天的阅读怎么就停下来了呢？姐姐有没有看到你请假哟？阅读好习惯要每天坚持下来，我们才会有更大的一个收获哟。
老师：今天我们阅读的是89天，拇指姑娘宝贝，你之前还落下一些故事，所以说我们可以先完成最新更新的一节，然后再去补助之前的，这样可以获得的成长都也是最多的。第二个的话呢，就是本周我们会开表彰会啦，因为明天我们本月的故事就全部更新完成了，所以说姐姐也希望你像上个月一样保持阅读好习惯，必须加油，按时完成我们的阅读哟，所以说这两天要把天下的一个六节故事每天啊多看两节哈。
用户：知道啦[微笑]",66160264,62169,M2,"课程表现：孩子前两天阅读表现乖，昨天阅读中断，落下六节故事
行为习惯：
生活情况：家长昨天没在家
家长需求：
规划安排：
沟通态度：回复积极"
"用户：昨天没空
用户：古诗基本上孩子都背过
老师：不会呀，您是不是点错了？正常的话都是先读故事，然后再答题，然后再练表达，再识字
老师：对的，这种情况是不对的
老师：我试了一下阅读，是没有任何问题的环节，也是对的呃，可能就是版本的问题
老师：妈妈，您把叫叫APP卸载重新安装试一下呢？
用户：行 那我一会试一下
老师：好的好的，这个的话，我明天和咱们的技术人员反映一下
老师：我刚刚看了一下宝贝的后台，我发现他已经完成到
识字环节去了呀
老师：妈妈，您现在去看一下宝贝是不是已经能够正常阅读了呢？
老师：已经完成了
老师：好的好的，正常了就行，有可能就是程序错误了
用户：转发两天 可以用成长豆换上面的东西？",67214718,61442,M0,"课程表现：孩子古诗基本背过，完成到识字环节
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
"用户：昨天没读嘛
用户：这几天他生病了 
老师：这是一条引用/回复消息：
""昨天没读嘛""
------
读了的 是周二的忘记咯
老师：这是一条引用/回复消息：
""这几天他生病了 ""
------
小宝怎么了 是感冒了吗
用户：发烧咳嗽
用户：我叫他抽空补上
用户：这会刚住院进去
老师：怎么会这么严重呀
老师：都住院了
老师：妈咪您照顾小包的同时也要照顾好自己哦
老师：看到小宝昨天补完成了
用户：是的 九点多叫他补的
老师：是的，是补完成了的，然后宝贝他上一周的话是怎么会落下两节阅读呀？
用户：生病了 后面还住院了 也就没盯他了
老师：哦哦对的哈 您才给我说了
老师：瞧我这个脑子
老师：最近好点没
用户：之前跟你说过
老师：对对
用户：好多了 后天应该可以出院了
用户：前面都失声了
用户：吓死我们了[捂脸]
老师：出院多注意休养 就不要去人群密集的地方啦
用户：周四周五落下就是失声了 叫叫都没读
老师：夏天少吃冰饮 孩子肠胃特脆弱
老师：多运动，增强免疫力
老师：我可怜的娃
用户：急性喉炎
用户：前面以为发烧退烧了就好 后面直接失声 咳嗽了 
老师：孩子生病全家都着急
老师：医生说是咋回事引起的
用户：急性喉炎 后面加支气管炎
老师：咱们出院了之后的话，一定要好好休息，多休养一下，然后多关注一下小朋友的一个情况嘛",66457923,61442,M6,"课程表现：孩子因生病落下两节阅读课，在家长督促下补完周二课程
行为习惯：
生活情况：孩子因急性喉炎加支气管炎住院，后天可出院
家长需求：
规划安排：
沟通态度：回复积极，主动与老师交流孩子情况"
用户：昨天没读吗,12870891,62169,M1,"课程表现：
行为习惯：
生活情况：
家长需求：家长关心孩子课程阅读情况
规划安排：
沟通态度：主动沟通"
"用户：昨天回去太晚了
用户：周末会补学",66830590,61442,M0,"课程表现：
行为习惯：
生活情况：孩子因昨天回去晚未学习，周末会补学
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：昨天回来晚了 今晚回来看哈
用户：嗯嗯 太晚了没继续看 今晚看哈
用户：可以的 等会晚上带他看
用户：最近娃结膜炎  医生不建议他看屏幕 等他好点我们再继续哈
老师：哦哦，宝贝现在严重不
老师：大概什么时候能开始阅读呀
老师：如果说需要比较长的时间，我这边可以先帮您暂停
老师：因为我们这个是每天更新嘛，后面宝贝每次都补读，得到的成长豆也会少很多
用户：可能就最多3天 因为他之前好了 才好又反复了[捂脸]
老师：哦～好的，好的～
用户：好滴
老师：[偷笑][偷笑]加油，赶紧跟上我们的进度哟～
用户：今天娃睡得早 明天补上[偷笑]
老师：哈哈哈，好吧～",53323684,61442,M0,"课程表现：
行为习惯：
生活情况：孩子患有结膜炎，医生不建议看屏幕，此前病情反复，预计最多3天恢复
家长需求：家长关心孩子课程，因孩子眼睛问题希望暂停学习，待恢复后继续
规划安排：孩子眼睛恢复后继续课程学习
沟通态度：回复积极，主动说明情况"
"用户：昨天回来的晚了到朗诵环节他注意力不集中了，今天放学让孩子补上[合十][合十][合十]
老师：好的，辛苦啦[玫瑰]",67368920,61442,M0,"课程表现：孩子在朗诵环节注意力不集中
行为习惯：
生活情况：孩子放学晚
家长需求：
规划安排：
沟通态度：回复积极"
"用户：昨天孩子感冒发烧了
用户：今天好多了，我那会鼓励他看完了俩节课
用户：谢谢小知姐姐表扬[玫瑰][玫瑰][玫瑰]",66014175,61442,M3,"课程表现：孩子在家长鼓励下感冒发烧好转当天看完两节课并获表扬
行为习惯：
生活情况：孩子昨天感冒发烧，今天好转
家长需求：
规划安排：
沟通态度：回复积极"
用户：昨天孩子不舒服，今天补上,66592725,61442,M3,"课程表现：
行为习惯：
生活情况：孩子昨天不舒服，今日会补上课程
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：昨天跟爷爷奶奶出去玩，所以没有完成，今天补上
用户：老师，我想问下我这次买的自费套餐，有哪些。我都忘记了。还有送的什么VIP 口算是不是有限时间的
老师：我给您查一下哈
用户：没有吗？我记得好像有哎！说送什么vip的什么，送一个月，就是不是送的是那个
用户：到时候我去看下，不在手机里",66964141,61442,M3,"课程表现：
行为习惯：
生活情况：孩子会和爷爷奶奶出去玩
家长需求：家长关心自费套餐内容和赠送VIP口算的时限
规划安排：
沟通态度：主动沟通"
"用户：昨天读了呀
用户：我的截图上传错了，还能改吗
老师：如果是明天被驳回了，然后重新上传就可以了[爱心]",71839393,62169,M1,"课程表现：
行为习惯：
生活情况：
家长需求：家长关心孩子课程作业截图上传问题
规划安排：
沟通态度：主动沟通"
"用户：昨天读了呀
老师：昨天的阅读宝贝在实施环节那边退出了，所以系统就。查到宝宝，他没有完成。
老师：琪琪妈妈，嗯，看宝贝现在落下了有四节的内容呢，咱们第67天教教的秘密啊，宝贝他读了一半儿，就是大比拼这一块儿，后面就退出了十字环节和这个首获环节就没有完成，然后还落下了第68篇和第69篇，咱们这两天要抓紧时间带着宝宝来补一补哟，补完了我们再完成这个大冒险嘛，这样的话，这个大冒险它的嗯内容就能够发挥的更好一点了，也是为了去回顾我们一周的内容嘛。
老师：阅读开始了吗？",59127770,61442,M4,"课程表现：孩子落下四节阅读内容，其中第67天读到大比拼环节后退出，识字和收获环节未完成
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
"用户：昨天读了吧
用户：上周五的不知道怎么补了  找不到界面了
老师：昨天没有完成咧
老师：那苏苏妈妈，你截图我看看咧
用户：昨天用奶奶手机看是已完成呢
用户：内容也不一样
老师：是不是奶奶登录的账号不对呀
老师：我们二阶段是这个手机号报名的咧
用户：嗯嗯  今天督促她补上
老师：嗯嗯，加油[加油]",38624823,61442,M3,"课程表现：
行为习惯：
生活情况：孩子由奶奶照顾，会用奶奶手机看课程
家长需求：
规划安排：
沟通态度：回复积极，主动沟通课程完成情况"
"用户：昨天读过了，手势舞也学过了！就是不配合录视频！调皮着呢！
用户：今天任务完不成了，幼儿园开家长会，回来晚了！明天补课吧！
老师：这是一条引用/回复消息：
""今天任务完不成了，幼儿园开家长会，回来晚了！明天补课吧！""
------
好的好的～",2146051,61442,M0,"课程表现：孩子已完成阅读和手势舞学习，但不配合录视频
行为习惯：调皮，不配合录视频
生活情况：孩子就读幼儿园，当天幼儿园开家长会家长回来晚
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：昨天的不是学了吗
老师：好像后台出错了
老师：不好意思
用户：我晚点试一下",7271393,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极，愿意配合尝试解决课程后台出错问题"
"用户：昨天的不是完成了吗
用户：没事",3820103,62169,M1,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
"用户：昨天宝宝生病了，完成一半就没办法继续了
用户：一直吐，今天好点了
用户：等看看下午如果情况还好就给她上
老师：这是一条引用/回复消息：
""一直吐，今天好点了""
------
要注意看看是不是病毒感染哟，宝贝妈妈
老师：最近诺如病毒这一块儿还比较严重
用户：2.17二阶阅读开始啦?铱铱姐姐?就是诺如病毒",67174327,61442,M0,"课程表现：孩子因感染诺如病毒，课程完成一半中断
行为习惯：
生活情况：孩子感染诺如病毒生病，昨天吐，今天情况好转
家长需求：
规划安排：若孩子下午情况好就继续上课
沟通态度：回复积极"
"用户：昨天
用户：昨天己阅读四篇。
用户：还没阅读完。[捂脸]
老师：哎，外婆，像我们上个月的话，还有一些阅读落下，然后您这边的话记得提醒一下小宝就是啊，我们先读当月的故事，然后再去补前面落下的差，不然到时候当月的也没跟上，前面的又没有补起来，前面的话我们可以慢慢的去补，现在的话我们就先跟上当天的一个故事嘛。
用户：宝妈宝爸说不参加了。[抱拳][玫瑰]
老师：这个是对孩子后续阅读的规划和问题的问卷
老师：不是活动哈
用户：己提交[微笑][玫瑰]
老师：阅读报告来了吗?
用户：今天让宝宝阅读，宝宝就阅读学过的，不阅读新的，说巩固学过的。[捂脸]
老师：那外婆是怎么引导的呢？
老师：小朋友对于自己喜欢的故事肯定是更愿意看的 因为都是自己熟悉的嘛
老师：外婆可以关注下 是不是最近识字变成两个了
老师：小朋友觉得有点难
用户：宝宝不愿意阅读。[捂脸]
老师：这是一条引用/回复消息：
""宝宝不愿意阅读。[捂脸]""
------
那要做什么哇
用户：在妈妈那里
用户：明天让宝宝阅读[微笑][握手]
老师：您后来重新发朋友圈了吗
用户：这周要学完才能从新进朋友圈。[微笑]
老师：当时我给您说生成海报您操作了吗外婆
用户：打开就是这样的
老师：因为是新的一周了
用户：宝宝现在怎么都不阅读。
老师：哎，小朋友，你今天怎么补阅读呀？
用户：这周都不阅读
老师：为何不读
老师：是何缘故瑶瑶不读哇
用户：宝宝在她妈妈那里。
用户：宝宝在她妈妈那里。
用户：宝宝在她妈妈那里，没过来。
老师：嗯，最近的话宝贝都没有过来吗。
用户：宝宝现在怎么都不阅读。[微笑]
用户：宝宝在她妈妈那里。
用户：宝宝在她妈妈那里。[微笑]
老师：宝贝还学吗
老师：我看外婆说孩子实在是不想学了
老师：是完完全全对叫叫没兴趣了吗
用户：是呀，叫宝宝学，不阅读。[晕]
用户：说不做作业。
用户：让宝宝阅读也不阅读。
老师：不好意思，外婆，因为今天确实是太忙了，所以说我没有看到消息。
老师：小朋友的话，这边怎么都不阅读，什么时候回到您身边嘛，干脆我这边直接跟宝贝去沟通好了。
用户：等宝宝什么时候想阅读，在阅读吧。[微笑]",41057906,61442,M7,"课程表现：孩子不愿阅读新内容，只想巩固学过的，后来完全不想阅读
行为习惯：孩子缺乏学习主动性，不愿阅读和做作业
生活情况：孩子由外婆沟通，目前在妈妈那里
家长需求：
规划安排：等孩子想阅读时再阅读，宝妈宝爸不打算让孩子继续参加
沟通态度：沟通较积极，但表示孩子不想学"
"用户：最重要是你最好别上我下去，我看不懂，是我吗？不在家。
老师：好的，宝贝姐姐就是来提醒一下呀，米乐今天的家家大冒险还没有读，咱们晚一点就把它完成哈，这个月呢，咱们只剩下下周5个觉觉了，读完了这个月的内容就结束了，到时候米乐宝贝表现的好，兰溪姐姐单独给你发奖状和奖励哦。
用户：现在已经在打呢，马上就打完了。
用户：老师，阅读老师，你别给我发字了，就是你我。说句子就行了，你别给我发字了，我看不懂。
用户：阅读老师，你跟我说啥呀，我马上就给。
用户：好了，我不跟你说了，我先打。
老师：宝贝，我是说你今天的觉觉读完了，你很棒，每天都要记得读哦。",78079321,61442,M5,"课程表现：
行为习惯：
生活情况：家长表示看不懂文字信息
家长需求：
规划安排：
沟通态度：沟通态度较敷衍，希望老师说句子而非发文字"
"用户：最麻烦的就是录视频环节，录着就死机卡住
老师：就是我们现在的新版本嘛？
老师：妈妈录个视频给我，这边看看呢
用户：我不知道是不是新版本，今天早上学的是这样，录了几次，卡了退，进了又来，然后就得两颗星，就跳过了，孩子学的积极性都不好。晚上下班回去再试一下看，再拍视频
老师：新版本的界面是这样的
老师：这是一条引用/回复消息：
""我不知道是不是新版本，今天早上学的是这样，录了几次，卡了退，进了又来，然后就得两颗星，就跳过了，孩子学的积极性都不好。晚上下班回去再试一下看，再拍视频""
------
好的，回去还有这个问题就给我录个视频
老师：我这边去找找技术部门的老师
用户：还是一样
用户：永远卡在这里
用户：就是两颗星
用户：试了几次都一样
用户：关也关不掉
老师：帮他尝试一下，把我们的APP全部退出。然后再重新登录试试。
老师：或者直接把它卸载了，重新到我们的那个商城里面去下载APP。
用户：过第二遍已经是把它全都卸载了，重新下的还是一样的。
老师：啊，原来是爸爸呀，好的好的，了解了。
用户：这两个视频就是我重新下载之后，然后带进去再试，这边还是一样的。
老师：通过的话，您先按照这样的方式去上传一下日志，然后我这边也联系一下技术部门的老师。再去看看这个东西怎么去处理。
用户：已上传",67366000,61442,M4,"课程表现：孩子因录视频环节卡顿只得两颗星后跳过，学习积极性受影响
行为习惯：
生活情况：家长下班后会关心孩子课程情况，参与课程问题排查
家长需求：解决课程录视频卡顿问题，保障孩子正常学习
规划安排：
沟通态度：回复积极，主动反馈问题并配合解决"
"用户：最近早上起得晚，晚上又晚睡！所以晚上我不给她看手机了
用户：平时晚上看了睡觉比较难入睡
用户：但是每天都有读绘本哦
老师：哦，了解了了解了。
老师：那我们可以尝试着去帮宝宝规划一下时间嘛，比如放学回来之后呀，我们先完成阅读再去玩呀，这样子的，因为宝宝他自己去读线下的话。嗯，就可能对线下的内容它的吸收不是特别的好，嗯，我们可以尝试着衔接线上和线下嘛。
老师：再加上我们这个月的主题都是一些关于宝贝身心健康的呀，以及自我保护安全方面的，对于宝贝来说还是挺重要的嘛。
老师：咱们现在可以先从今天更新的内容开始，然后带着宝宝一点一点的去完成我们的阅读。
用户：看到了，安全知识方面的
老师：对，这一个月其主要的就是去感受一些情绪情感嘛，对于宝贝的心理健康这一块是有帮助的，然后就是我们自我保护，比如说隐私保护呀这一块的，嗯，如果宝宝他结合线上和线下肯定会吸收的更好一些。所以就还是希望妈妈规划一下时间嘛，带着宝宝来读我们线上的内容。
老师：稍微晚一点，嗯。
老师：小月妈妈看到宝贝有参与到我们的阅读当中来嘛，第68篇我不告状，我能自己解决这个故事，但是宝贝呢，他都参与进来了，后面的识字环节就退出了，所以就显示没有完成呢，这一个月的话，宝贝的阅读基本上就是没怎么参与，嗯，目前基本上都没有完成嘛，就辛苦妈妈要多带着宝宝来读一读哟。
老师：阅读这个事儿，也是需要去长期坚持的嘛。
老师：阅读开始了吗？",66650841,61442,M4,"课程表现：孩子参与第68篇故事阅读，但识字环节退出，本月阅读基本未完成
行为习惯：孩子早上起得晚、晚上晚睡，看手机后难入睡
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
"用户：最近有点忙 今天争取学习三节课
用户：辛苦啦老师
老师：理解理解，但是宝贝确实落下了蛮多了，要加加油啦～",75918621,61442,M3,"课程表现：孩子课程进度落下较多
行为习惯：
生活情况：家长最近很忙
家长需求：
规划安排：家长计划今天争取让孩子学习三节课
沟通态度：回复积极"
用户：最近有点懒散了,24624053,61442,M3,"课程表现：
行为习惯：孩子最近有点懒散
生活情况：
家长需求：
规划安排：
沟通态度：主动沟通"
